Title,Storyline
Manas,"Aware that the future does not hold many options for her in a riverside community on Marajó Island, 13-year-old Marcielle decides to confront the violent machinery that governs her family and the women in her community."
The Opera!,Modern version of Orpheus and Eurydice.
Bade Miyan Chote Miyan,Two elite soldiers with troubled pasts are enlisted for a daring mission when a deadly masked villain threatens India's defenses.
The Last Kumite,"One last kumite, one final battle - for the life of his daughter."
Traffic,"Natalia and Ginel leave their small Romanian Danube village to work abroad in a big Flemish city. One evening, when she is assaulted after meeting a local, Natalia asks Ita, a friend from home turned into a crook, to help her."
Mi gallo,"A young boy in a rural village forms a deep bond with a fighting rooster, determined to train it for the upcoming championship. Facing local competition and personal struggles, he learns about friendship, courage, and resilience."
Climax,"A blockbuster Filipino film sets screens ablaze in 2024, featuring beloved couples and fresh faces. Rob Gint and Apple Day guide viewers through steamy moments that promise to raise temperatures and captivate audiences nationwide."
Little Wing,A 13-year-old girl is dragged into the world of pigeon racing as she deals with her parents' divorce and the impending loss of her home.
Porcelain War,"Under roaring fighter jets, Ukrainian artists Slava, Anya, and Andrey choose to stay behind. Defiantly finding beauty amid destruction, they show that although it's easy to make people afraid, it's hard to destroy their passion for living."
Last Night on Earth,"Faced with impending doom from a planet-killing asteroid, a couple flee to the hills of Tennessee to spend their last days together - but the chaotic breakdown of society disrupts their peaceful plans."
The Present,"A brilliant boy discovers that he can manipulate time using a family heirloom. He soon teams up with his siblings in returning to the time of their parents' separation, with hopes of changing the outcome."
Hunt the Wicked,"This film tells the story of the brilliant detective Huang Mingjin and the criminal mastermind Wei Yunzhou. It revolves around the core secrets of a mysterious and sinister city, unfolding multiple confrontations and life-and-death struggles. Numerous police officers come forward one after another, while countless criminals are drawn to the city. Some risk their lives to safeguard peace, while others face mortal danger to break the criminal network. As the veil of crime is gradually lifted and the hidden web of deceit emerges, the police and ruthless criminals must make their respective choices in the process of punishing evil. What awaits them is not only a test but also a trial."
Atatürk II: 1881-1919,"After proving himself at Gallipoli in 1915, Mustafa Kemal began his journey, facing major battles against Russians on the eastern front and British in Syria, becoming the only undefeated Ottoman officer in WW1."
Still Fabulous,"Stuck in a dead-end career and on a string of terrible dates, the life of 30-something Maddalena is a total mess. Until one day she meets an unlikely guardian angel that comes to her in the form of real-life porn star Valentina Nappi."
Ferry 2,"After losing his drug empire, Ferry Bouman seems to have found peace away from Brabant's underworld. Why would he put it all on the line and come back?"
Justicia artificial,"In the near future, the Government aims to replace judges with Artificial Intelligence software, pledging to effectively automate and depoliticise the justice system. Carmen Costa, a distinguished judge, has been invited to assess this new procedure. However, when the software's creator is found dead, she realizes her life is in danger and that she will have to fight the powerful interests that are at play in the highest echelons of the State. Galician Simón Casal takes the debate the boundaries of Artificial Intelligence one step further in a gripping thriller of political conspiracies."
Harry Potter and the Stone,"Harry Potter, an eleven-year-old orphan, discovers that he is a wizard and is invited to study at Hogwarts. Even as he escapes a dreary life and enters a world of magic, he finds trouble awaiting him."
Unexposed,"After her marriage ends due to infidelity, Tracey Miller becomes a sleuth for cheating spouses, facing danger as she uncovers threats to her family."
The Midway Point,"Jake, a high schooler on the autistic spectrum, feels disillusioned with the world. When he meets Alice, he begins to experience the world in other ways. Little does Jake know, Alice may have more in common with him than he could imagine."
First Taste,"Yuna, a woman engaged with her long time boyfriend, Nicco, starts to have second thoughts when she meets again her first love, Becca. Now she is torn between the man she loves and the woman she first loved."
Lover,"Arun and Divya's six-year relationship starts unraveling as they drift apart, raising the question of whether love can withstand such differences."
The Glory of Life,The last year in Franz Kafka's life and its surprising love story.
Dark My Light,"Mitchell Morse's investigation into a serial killer in a sleepy beach town is complicated by a severed foot on the beach, his fracturing relationship with his wife, and his own slipping sanity."
